availability_id,consultant_id,date,start_time,end_time,status
AV_90775,CONS_100078,2026-02-18,'08:00','16:00',BOOKED
AV_90776,CONS_100078,2026-02-18,'14:00','22:00',SICK
AV_90777,CONS_100078,2026-02-19,'06:00','14:00',BOOKED
AV_90778,CONS_100078,2026-02-20,'08:00','16:00',BOOKED
AV_90779,CONS_100078,2026-02-25,'14:00','22:00',BOOKED
AV_90780,CONS_100078,2026-02-26,'08:00','16:00',BOOKED
AV_90781,CONS_100078,2026-02-27,'08:00','16:00',AVAILABLE
AV_90782,CONS_100079,2026-02-16,'08:00','16:00',BOOKED
AV_90783,CONS_100079,2026-02-18,'06:00','14:00',AVAILABLE
AV_90784,CONS_100079,2026-02-18,'14:00','22:00',BOOKED
AV_90785,CONS_100079,2026-02-19,'08:00','16:00',AVAILABLE
AV_90786,CONS_100079,2026-02-20,'06:00','14:00',AVAILABLE
AV_90787,CONS_100079,2026-02-23,'08:00','16:00',AVAILABLE
AV_90788,CONS_100079,2026-02-24,'14:00','22:00',AVAILABLE
AV_90789,CONS_100079,2026-02-27,'08:00','16:00',BOOKED
AV_90790,CONS_100079,2026-02-27,'06:00','14:00',AVAILABLE
AV_90791,CONS_100080,2026-02-16,'06:00','14:00',BOOKED
AV_90792,CONS_100080,2026-02-16,'08:00','16:00',AVAILABLE
AV_90793,CONS_100080,2026-02-17,'08:00','16:00',AVAILABLE
AV_90794,CONS_100080,2026-02-18,'08:00','16:00',AVAILABLE
AV_90795,CONS_100080,2026-02-19,'14:00','22:00',BOOKED
AV_90796,CONS_100080,2026-02-19,'08:00','16:00',AVAILABLE
AV_90797,CONS_100080,2026-02-20,'06:00','14:00',BOOKED
AV_90798,CONS_100080,2026-02-23,'14:00','22:00',AVAILABLE
AV_90799,CONS_100080,2026-02-24,'06:00','14:00',AVAILABLE
AV_90800,CONS_100080,2026-02-25,'08:00','16:00',BOOKED
AV_90801,CONS_100080,2026-02-26,'14:00','22:00',AVAILABLE
AV_90802,CONS_100080,2026-02-26,'08:00','16:00',AVAILABLE
AV_90803,CONS_100080,2026-02-27,'06:00','14:00',AVAILABLE
AV_90804,CONS_100081,2026-02-16,'06:00','14:00',AVAILABLE
AV_90805,CONS_100081,2026-02-17,'08:00','16:00',BOOKED
AV_90806,CONS_100081,2026-02-19,'08:00','16:00',AVAILABLE
AV_90807,CONS_100081,2026-02-19,'06:00','14:00',BOOKED
AV_90808,CONS_100081,2026-02-20,'06:00','14:00',AVAILABLE
AV_90809,CONS_100081,2026-02-23,'08:00','16:00',SICK
AV_90810,CONS_100081,2026-02-24,'08:00','16:00',BOOKED
AV_90811,CONS_100081,2026-02-25,'06:00','14:00',AVAILABLE
AV_90812,CONS_100081,2026-02-27,'14:00','22:00',BOOKED
AV_90813,CONS_100082,2026-02-16,'14:00','22:00',AVAILABLE
AV_90814,CONS_100082,2026-02-17,'08:00','16:00',BOOKED
AV_90815,CONS_100082,2026-02-17,'06:00','14:00',BOOKED
AV_90816,CONS_100082,2026-02-18,'14:00','22:00',BOOKED
AV_90817,CONS_100082,2026-02-19,'14:00','22:00',BOOKED
AV_90818,CONS_100082,2026-02-19,'08:00','16:00',AVAILABLE
AV_90819,CONS_100082,2026-02-20,'08:00','16:00',AVAILABLE
AV_90820,CONS_100082,2026-02-23,'14:00','22:00',AVAILABLE
AV_90821,CONS_100082,2026-02-24,'14:00','22:00',AVAILABLE
AV_90822,CONS_100082,2026-02-24,'06:00','14:00',BOOKED
AV_90823,CONS_100082,2026-02-25,'06:00','14:00',AVAILABLE
AV_90824,CONS_100082,2026-02-27,'06:00','14:00',AVAILABLE
AV_90825,CONS_100083,2026-02-16,'06:00','14:00',BOOKED
AV_90826,CONS_100083,2026-02-18,'06:00','14:00',AVAILABLE
AV_90827,CONS_100083,2026-02-18,'08:00','16:00',BOOKED
AV_90828,CONS_100083,2026-02-19,'06:00','14:00',AVAILABLE
AV_90829,CONS_100083,2026-02-19,'14:00','22:00',AVAILABLE
AV_90830,CONS_100083,2026-02-20,'14:00','22:00',BOOKED
AV_90831,CONS_100083,2026-02-23,'14:00','22:00',AVAILABLE
AV_90832,CONS_100083,2026-02-24,'14:00','22:00',AVAILABLE
AV_90833,CONS_100083,2026-02-25,'08:00','16:00',AVAILABLE
AV_90834,CONS_100083,2026-02-25,'06:00','14:00',AVAILABLE
AV_90835,CONS_100083,2026-02-26,'14:00','22:00',BOOKED
AV_90836,CONS_100083,2026-02-27,'06:00','14:00',AVAILABLE
AV_90837,CONS_100084,2026-02-16,'08:00','16:00',AVAILABLE
AV_90838,CONS_100084,2026-02-20,'08:00','16:00',BOOKED
AV_90839,CONS_100084,2026-02-20,'14:00','22:00',AVAILABLE
AV_90840,CONS_100084,2026-02-23,'08:00','16:00',BOOKED
AV_90841,CONS_100084,2026-02-24,'14:00','22:00',AVAILABLE
AV_90842,CONS_100084,2026-02-24,'08:00','16:00',AVAILABLE
AV_90843,CONS_100084,2026-02-25,'14:00','22:00',AVAILABLE
AV_90844,CONS_100084,2026-02-26,'08:00','16:00',BOOKED
AV_90845,CONS_100084,2026-02-26,'14:00','22:00',AVAILABLE
AV_90846,CONS_100085,2026-02-16,'08:00','16:00',AVAILABLE
AV_90847,CONS_100085,2026-02-17,'14:00','22:00',AVAILABLE
AV_90848,CONS_100085,2026-02-18,'06:00','14:00',AVAILABLE
AV_90849,CONS_100085,2026-02-19,'08:00','16:00',AVAILABLE
AV_90850,CONS_100085,2026-02-19,'14:00','22:00',AVAILABLE
AV_90851,CONS_100085,2026-02-20,'14:00','22:00',BOOKED
AV_90852,CONS_100085,2026-02-23,'08:00','16:00',AVAILABLE
AV_90853,CONS_100085,2026-02-24,'14:00','22:00',BOOKED
AV_90854,CONS_100085,2026-02-25,'08:00','16:00',AVAILABLE
AV_90855,CONS_100085,2026-02-25,'06:00','14:00',AVAILABLE
AV_90856,CONS_100085,2026-02-26,'06:00','14:00',AVAILABLE
AV_90857,CONS_100085,2026-02-27,'08:00','16:00',BOOKED
AV_90858,CONS_100085,2026-02-27,'06:00','14:00',BOOKED
AV_90859,CONS_100086,2026-02-17,'06:00','14:00',AVAILABLE
AV_90860,CONS_100086,2026-02-17,'14:00','22:00',BOOKED
AV_90861,CONS_100086,2026-02-18,'06:00','14:00',AVAILABLE
AV_90862,CONS_100086,2026-02-19,'06:00','14:00',AVAILABLE
AV_90863,CONS_100086,2026-02-23,'08:00','16:00',AVAILABLE
AV_90864,CONS_100086,2026-02-25,'06:00','14:00',AVAILABLE
AV_90865,CONS_100086,2026-02-25,'14:00','22:00',AVAILABLE
AV_90866,CONS_100086,2026-02-26,'14:00','22:00',BOOKED
AV_90867,CONS_100086,2026-02-27,'14:00','22:00',BOOKED
AV_90868,CONS_100087,2026-02-16,'06:00','14:00',AVAILABLE
AV_90869,CONS_100087,2026-02-18,'06:00','14:00',AVAILABLE
AV_90870,CONS_100087,2026-02-18,'08:00','16:00',AVAILABLE
AV_90871,CONS_100087,2026-02-19,'06:00','14:00',BOOKED
AV_90872,CONS_100087,2026-02-24,'14:00','22:00',AVAILABLE
AV_90873,CONS_100087,2026-02-25,'08:00','16:00',AVAILABLE
AV_90874,CONS_100087,2026-02-26,'06:00','14:00',SICK
AV_90875,CONS_100087,2026-02-26,'14:00','22:00',BOOKED
AV_90876,CONS_100087,2026-02-27,'14:00','22:00',AVAILABLE
AV_90877,CONS_100088,2026-02-16,'06:00','14:00',BOOKED
AV_90878,CONS_100088,2026-02-17,'14:00','22:00',BOOKED
AV_90879,CONS_100088,2026-02-19,'08:00','16:00',AVAILABLE
AV_90880,CONS_100088,2026-02-23,'08:00','16:00',BOOKED
AV_90881,CONS_100088,2026-02-24,'14:00','22:00',BOOKED
AV_90882,CONS_100088,2026-02-24,'08:00','16:00',BOOKED
AV_90883,CONS_100088,2026-02-25,'14:00','22:00',AVAILABLE
AV_90884,CONS_100089,2026-02-17,'14:00','22:00',BOOKED
AV_90885,CONS_100089,2026-02-17,'08:00','16:00',AVAILABLE
AV_90886,CONS_100089,2026-02-18,'08:00','16:00',AVAILABLE
AV_90887,CONS_100089,2026-02-19,'14:00','22:00',BOOKED
AV_90888,CONS_100089,2026-02-20,'08:00','16:00',AVAILABLE
AV_90889,CONS_100089,2026-02-23,'08:00','16:00',BOOKED
AV_90890,CONS_100089,2026-02-23,'06:00','14:00',BOOKED
AV_90891,CONS_100089,2026-02-24,'06:00','14:00',AVAILABLE
AV_90892,CONS_100089,2026-02-27,'08:00','16:00',AVAILABLE
AV_90893,CONS_100089,2026-02-27,'06:00','14:00',AVAILABLE
AV_90894,CONS_100090,2026-02-17,'08:00','16:00',BOOKED
AV_90895,CONS_100090,2026-02-19,'06:00','14:00',BOOKED
AV_90896,CONS_100090,2026-02-19,'14:00','22:00',SICK
AV_90897,CONS_100090,2026-02-20,'06:00','14:00',AVAILABLE
AV_90898,CONS_100090,2026-02-20,'08:00','16:00',BOOKED
AV_90899,CONS_100090,2026-02-24,'08:00','16:00',AVAILABLE
AV_90900,CONS_100090,2026-02-24,'06:00','14:00',AVAILABLE
AV_90901,CONS_100090,2026-02-27,'08:00','16:00',AVAILABLE
AV_90902,CONS_100091,2026-02-16,'14:00','22:00',AVAILABLE
AV_90903,CONS_100091,2026-02-19,'08:00','16:00',BOOKED
AV_90904,CONS_100091,2026-02-19,'06:00','14:00',AVAILABLE
AV_90905,CONS_100091,2026-02-20,'14:00','22:00',BOOKED
AV_90906,CONS_100091,2026-02-24,'08:00','16:00',AVAILABLE
AV_90907,CONS_100091,2026-02-25,'08:00','16:00',AVAILABLE
AV_90908,CONS_100091,2026-02-27,'14:00','22:00',AVAILABLE
AV_90909,CONS_100091,2026-02-27,'06:00','14:00',BOOKED
AV_90910,CONS_100092,2026-02-16,'14:00','22:00',AVAILABLE
AV_90911,CONS_100092,2026-02-17,'08:00','16:00',AVAILABLE
AV_90912,CONS_100092,2026-02-17,'14:00','22:00',BOOKED
AV_90913,CONS_100092,2026-02-18,'06:00','14:00',AVAILABLE
AV_90914,CONS_100092,2026-02-20,'08:00','16:00',AVAILABLE
AV_90915,CONS_100092,2026-02-20,'06:00','14:00',BOOKED
AV_90916,CONS_100092,2026-02-23,'06:00','14:00',AVAILABLE
AV_90917,CONS_100092,2026-02-23,'14:00','22:00',AVAILABLE
AV_90918,CONS_100092,2026-02-24,'06:00','14:00',AVAILABLE
AV_90919,CONS_100092,2026-02-24,'08:00','16:00',AVAILABLE
AV_90920,CONS_100092,2026-02-25,'08:00','16:00',BOOKED
AV_90921,CONS_100092,2026-02-26,'14:00','22:00',AVAILABLE
AV_90922,CONS_100093,2026-02-16,'06:00','14:00',BOOKED
AV_90923,CONS_100093,2026-02-17,'08:00','16:00',AVAILABLE
AV_90924,CONS_100093,2026-02-17,'14:00','22:00',BOOKED
AV_90925,CONS_100093,2026-02-18,'08:00','16:00',BOOKED
AV_90926,CONS_100093,2026-02-19,'06:00','14:00',AVAILABLE
AV_90927,CONS_100093,2026-02-19,'08:00','16:00',BOOKED
AV_90928,CONS_100093,2026-02-25,'14:00','22:00',BOOKED
AV_90929,CONS_100093,2026-02-26,'06:00','14:00',AVAILABLE
AV_90930,CONS_100093,2026-02-26,'14:00','22:00',AVAILABLE
AV_90931,CONS_100093,2026-02-27,'08:00','16:00',AVAILABLE
AV_90932,CONS_100094,2026-02-16,'14:00','22:00',BOOKED
AV_90933,CONS_100094,2026-02-17,'06:00','14:00',AVAILABLE
AV_90934,CONS_100094,2026-02-19,'08:00','16:00',BOOKED
AV_90935,CONS_100094,2026-02-23,'08:00','16:00',BOOKED
AV_90936,CONS_100094,2026-02-26,'08:00','16:00',BOOKED
AV_90937,CONS_100095,2026-02-16,'06:00','14:00',AVAILABLE
AV_90938,CONS_100095,2026-02-17,'06:00','14:00',AVAILABLE
AV_90939,CONS_100095,2026-02-17,'14:00','22:00',AVAILABLE
AV_90940,CONS_100095,2026-02-19,'06:00','14:00',AVAILABLE
AV_90941,CONS_100095,2026-02-20,'06:00','14:00',SICK
AV_90942,CONS_100095,2026-02-20,'08:00','16:00',BOOKED
AV_90943,CONS_100095,2026-02-24,'14:00','22:00',AVAILABLE
AV_90944,CONS_100095,2026-02-24,'06:00','14:00',BOOKED
AV_90945,CONS_100095,2026-02-25,'14:00','22:00',BOOKED
AV_90946,CONS_100095,2026-02-26,'06:00','14:00',AVAILABLE
AV_90947,CONS_100095,2026-02-27,'08:00','16:00',AVAILABLE
AV_90948,CONS_100096,2026-02-16,'08:00','16:00',AVAILABLE
AV_90949,CONS_100096,2026-02-16,'14:00','22:00',AVAILABLE
AV_90950,CONS_100096,2026-02-17,'14:00','22:00',AVAILABLE
AV_90951,CONS_100096,2026-02-18,'08:00','16:00',AVAILABLE
AV_90952,CONS_100096,2026-02-19,'14:00','22:00',AVAILABLE
AV_90953,CONS_100096,2026-02-20,'14:00','22:00',AVAILABLE
AV_90954,CONS_100096,2026-02-20,'06:00','14:00',BOOKED
AV_90955,CONS_100096,2026-02-23,'14:00','22:00',AVAILABLE
AV_90956,CONS_100096,2026-02-24,'08:00','16:00',BOOKED
AV_90957,CONS_100096,2026-02-25,'08:00','16:00',AVAILABLE
AV_90958,CONS_100096,2026-02-26,'08:00','16:00',BOOKED
AV_90959,CONS_100097,2026-02-17,'08:00','16:00',AVAILABLE
AV_90960,CONS_100097,2026-02-18,'08:00','16:00',BOOKED
AV_90961,CONS_100097,2026-02-18,'06:00','14:00',AVAILABLE
AV_90962,CONS_100097,2026-02-19,'08:00','16:00',AVAILABLE
AV_90963,CONS_100097,2026-02-20,'14:00','22:00',SICK
AV_90964,CONS_100097,2026-02-23,'14:00','22:00',BOOKED
AV_90965,CONS_100097,2026-02-24,'06:00','14:00',AVAILABLE
AV_90966,CONS_100097,2026-02-26,'06:00','14:00',AVAILABLE
AV_90967,CONS_100097,2026-02-26,'08:00','16:00',BOOKED
AV_90968,CONS_100097,2026-02-27,'08:00','16:00',BOOKED
AV_90969,CONS_100098,2026-02-16,'06:00','14:00',BOOKED
AV_90970,CONS_100098,2026-02-20,'08:00','16:00',BOOKED
AV_90971,CONS_100098,2026-02-20,'14:00','22:00',AVAILABLE
AV_90972,CONS_100098,2026-02-24,'06:00','14:00',BOOKED
AV_90973,CONS_100098,2026-02-26,'08:00','16:00',AVAILABLE
AV_90974,CONS_100098,2026-02-27,'14:00','22:00',BOOKED
AV_90975,CONS_100099,2026-02-16,'06:00','14:00',BOOKED
AV_90976,CONS_100099,2026-02-16,'08:00','16:00',SICK
AV_90977,CONS_100099,2026-02-18,'08:00','16:00',AVAILABLE
AV_90978,CONS_100099,2026-02-20,'14:00','22:00',BOOKED
AV_90979,CONS_100099,2026-02-25,'06:00','14:00',AVAILABLE
AV_90980,CONS_100099,2026-02-26,'06:00','14:00',BOOKED
AV_90981,CONS_100099,2026-02-26,'14:00','22:00',AVAILABLE
AV_90982,CONS_100099,2026-02-27,'08:00','16:00',BOOKED
AV_90983,CONS_100099,2026-02-27,'14:00','22:00',BOOKED
AV_90984,CONS_100100,2026-02-16,'08:00','16:00',BOOKED
AV_90985,CONS_100100,2026-02-17,'14:00','22:00',BOOKED
AV_90986,CONS_100100,2026-02-17,'06:00','14:00',AVAILABLE
AV_90987,CONS_100100,2026-02-18,'06:00','14:00',AVAILABLE
AV_90988,CONS_100100,2026-02-20,'08:00','16:00',AVAILABLE
AV_90989,CONS_100100,2026-02-23,'14:00','22:00',BOOKED
AV_90990,CONS_100100,2026-02-25,'14:00','22:00',AVAILABLE
AV_90991,CONS_100100,2026-02-25,'06:00','14:00',AVAILABLE
AV_90992,CONS_100100,2026-02-27,'14:00','22:00',BOOKED
